Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:41:02	PI_3	660	2	2	1405754	0	0,1
2016-Jan-05 11:41:04	PI_3	661	2	1	997955	0	0
2016-Jan-05 11:41:06	PI_3	662	2	1	997955	0	0
2016-Jan-05 11:41:08	PI_3	663	2	1	997955	0	0
2016-Jan-05 11:41:10	PI_3	664	2	1	997955	0	0
2016-Jan-05 11:41:12	PI_3	665	2	1	997955	0	0
2016-Jan-05 11:41:14	PI_3	666	2	0	642933	0	
2016-Jan-05 11:41:16	PI_3	667	2	1	997955	0	0
2016-Jan-05 11:41:18	PI_3	668	2	1	997955	0	0
2016-Jan-05 11:41:20	PI_3	669	2	1	997955	0	0
2016-Jan-05 11:41:22	PI_3	670	2	2	1405754	0	0,1
2016-Jan-05 11:41:24	PI_3	671	2	0	642933	0	
2016-Jan-05 11:41:26	PI_3	672	2	2	1405754	0	0,1
2016-Jan-05 11:41:28	PI_3	673	2	0	642933	0	
2016-Jan-05 11:41:30	PI_3	674	2	2	1405754	0	0,1
2016-Jan-05 11:41:32	PI_3	675	2	0	642933	0	
2016-Jan-05 11:41:34	PI_3	676	2	2	1405754	0	0,1
2016-Jan-05 11:41:36	PI_3	677	2	0	642933	0	
2016-Jan-05 11:41:38	PI_3	678	2	2	1405754	0	0,1
2016-Jan-05 11:41:40	PI_3	679	2	0	642933	0	
2016-Jan-05 11:41:42	PI_3	680	2	2	1405754	0	0,1
2016-Jan-05 11:41:44	PI_3	681	2	1	997955	0	0
2016-Jan-05 11:41:46	PI_3	682	2	2	1405754	0	0,1
2016-Jan-05 11:41:48	PI_3	683	2	0	642933	0	
2016-Jan-05 11:41:50	PI_3	684	2	2	1405754	0	0,1
2016-Jan-05 11:41:52	PI_3	685	2	0	642933	0	
2016-Jan-05 11:41:54	PI_3	686	2	0	642933	0	
2016-Jan-05 11:41:56	PI_3	687	2	2	1405754	0	0,1
2016-Jan-05 11:41:58	PI_3	688	2	0	642933	0	
2016-Jan-05 11:42:00	PI_3	689	2	0	642933	0	
2016-Jan-05 11:42:02	PI_3	690	2	0	642933	0	
2016-Jan-05 11:42:04	PI_3	691	2	0	642933	0	
2016-Jan-05 11:42:06	PI_3	692	2	0	642933	0	
2016-Jan-05 11:42:08	PI_3	693	2	2	1405754	0	0,1
2016-Jan-05 11:42:10	PI_3	694	2	0	642933	0	
2016-Jan-05 11:42:12	PI_3	695	2	0	642933	0	
2016-Jan-05 11:42:14	PI_3	696	2	0	642933	0	
2016-Jan-05 11:42:16	PI_3	697	2	2	1405754	0	0,1
